Calendar Year,Decision Type,Nationality,Occupation,Count
2010,Approved,Fiji,ICT Customer Support Officer,9
2010,Approved,Fiji,ICT Managers nec,0
2010,Approved,Fiji,ICT Support and Test Engineers nec,0
2010,Approved,Fiji,ICT Support Engineer,0
2010,Approved,Fiji,ICT Support Technicians nec,6
2010,Approved,Fiji,Insurance Agent,0
2010,Approved,Fiji,Jeweller,3
2010,Approved,Fiji,Joiner,6
2010,Approved,Fiji,Leather Goods Maker,0
2010,Approved,Fiji,Legal Executive,3
2010,Approved,Fiji,Lifeguard,0
2010,Approved,Fiji,Management Accountant,0
2010,Approved,Fiji,Massage Therapist,3
2010,Approved,Fiji,Mechanical Engineering Technician,3
2010,Approved,Fiji,Medical Diagnostic Radiographer,6
2010,Approved,Fiji,Medical Laboratory Technician,3
2010,Approved,Fiji,Medical Radiation Therapist,0
2010,Approved,Fiji,Metal Fabricator,9
2010,Approved,Fiji,Metal Fitters and Machinists nec,3
2010,Approved,Fiji,Metal Machinist (First Class),3
2010,Approved,Fiji,Metal Polisher,0
2010,Approved,Fiji,Mixed Crop Farmer,3
2010,Approved,Fiji,Motor Mechanic,3
2010,Approved,Fiji,Motor Mechanic (General),51
2010,Approved,Fiji,Multimedia Designer,3
2010,Approved,Fiji,Not Stated,0
2010,Approved,Fiji,Office Manager,12
2010,Approved,Fiji,Painting Trades Worker,3
2010,Approved,Fiji,Panel Beater,3
2010,Approved,Fiji,Panelbeater,27
2010,Approved,Fiji,Pastrycook,3
2010,Approved,Fiji,Pharmacy Technician,3
2010,Approved,Fiji,Pig Farmer,3
2010,Approved,Fiji,Plastics Technician,3
2010,Approved,Fiji,Plumber,0
2010,Approved,Fiji,Plumber (General),6
2010,Approved,Fiji,Policy Analyst,3
2010,Approved,Fiji,Policy and Planning Manager,0
2010,Approved,Fiji,Poultry Farmer,3
2010,Approved,Fiji,Print Finisher,0
2010,Approved,Fiji,Print Journalist,0
2010,Approved,Fiji,Printing Machinist,6
2010,Approved,Fiji,Prison Officer,6
2010,Approved,Fiji,Private Tutors and Teachers nec,3
2010,Approved,Fiji,Production Manager (Manufacturing),0
2010,Approved,Fiji,Production or Plant Engineer,3
2010,Approved,Fiji,Program or Project Administrator,0
2010,Approved,Fiji,Quantity Surveyor,0
2010,Approved,Fiji,Registered Nurse (Aged Care),9
2010,Approved,Fiji,Registered Nurse (Child and Family Health),0
2010,Approved,Fiji,Registered Nurse (Community Health),0
2010,Approved,Fiji,Registered Nurse (Medical Practice),0
2010,Approved,Fiji,Registered Nurse (Medical),3
2010,Approved,Fiji,Registered Nurse (Mental Health),0
2010,Approved,Fiji,Registered Nurse (Perioperative),0
2010,Approved,Fiji,Registered Nurse (Surgical),0
2010,Approved,Fiji,Resident Medical Officer,3
2010,Approved,Fiji,Retail Manager (General),12
2010,Approved,Fiji,Sales and Marketing Manager,3
2010,Approved,Fiji,Sales Assistant (General),3
2010,Approved,Fiji,Sales Representative (Industrial Products),3
2010,Approved,Fiji,Science Technicians nec,0
2010,Approved,Fiji,Screen Printer,0
2010,Approved,Fiji,Secondary School Teacher,21
2010,Approved,Fiji,Sheetmetal Trades Worker,6
2010,Approved,Fiji,Ship's Engineer,0
2010,Approved,Fiji,Shoemaker,0
2010,Approved,Fiji,Small Offset Printer,3
2010,Approved,Fiji,Software and Applications Programmers nec,0
2010,Approved,Fiji,Software Engineer,3
2010,Approved,Fiji,Solid Plasterer,3
2010,Approved,Fiji,Specialist Managers nec,0
2010,Approved,Fiji,Spray Painter,3
2010,Approved,Fiji,Student,3
2010,Approved,Fiji,Supply and Distribution Manager,6
2010,Approved,Fiji,Systems Administrator,3
2010,Approved,Fiji,Systems Analyst,0
2010,Approved,Fiji,Taxation Accountant,3
2010,Approved,Fiji,Teacher of the Hearing Impaired,0
2010,Approved,Fiji,Technical Sales Representatives nec,3
2010,Approved,Fiji,Technicians and Trades Workers nec,3
2010,Approved,Fiji,Telecommunications Engineer,3
2010,Approved,Fiji,Telecommunications Network Planner,3
2010,Approved,Fiji,Telecommunications Technician,21
2010,Approved,Fiji,"Textile, Clothing and Footwear Mechanic",3
2010,Approved,Fiji,Transport Company Manager,0
2010,Approved,Fiji,Unemployed,6
2010,Approved,Fiji,University Lecturer,3
2010,Approved,Fiji,Upholsterer,6
2010,Approved,Fiji,Vehicle Body Builder,3
2010,Approved,Fiji,Vehicle Painter,6
2010,Approved,Fiji,Vehicle Trimmer,3
2010,Approved,Fiji,Vocational Education Teacher (Aus) / Polytechnic Teacher (NZ),0
2010,Approved,Fiji,Welder (First Class) (Aus) / Welder (NZ),15
2010,Approved,Fiji,Wood Machinist,0
2010,Approved,Fiji,Wood Machinists and Other Wood Trades Workers nec,0
2010,Approved,Finland,Cafe or Restaurant Manager,0
2010,Approved,Finland,Caravan Park and Camping Ground Manager,0
2010,Approved,Finland,Carpenter and Joiner,0
2010,Approved,Finland,Chemist,0
2010,Approved,Finland,Computer Network and Systems Engineer,3
2010,Approved,Finland,Corporate General Manager,0
2010,Approved,Finland,Diagnostic and Interventional Radiologist,0
2010,Approved,Finland,Electronics Engineer,0
2010,Approved,Finland,Environmental Health Officer,0
2010,Approved,Finland,Hotel or Motel Manager,3
2010,Approved,Finland,Midwife,3
2010,Approved,Finland,Technicians and Trades Workers nec,0
2010,Approved,Finland,Telecommunications Technical Officer or Technologist,3
2010,Approved,France,(not recorded),3
2010,Approved,France,Advertising Specialist,3
2010,Approved,France,Aeronautical Engineer,3
2010,Approved,France,Cafe or Restaurant Manager,3
2010,Approved,France,Chef,3
2010,Approved,France,Chemical Engineer,3
2010,Approved,France,Chemist,3
2010,Approved,France,Chief Executive or Managing Director,0
2010,Approved,France,Chiropractor,0
2010,Approved,France,Civil Engineer,3
2010,Approved,France,Conference and Event Organiser,3
2010,Approved,France,Construction Project Manager,3
2010,Approved,France,Corporate General Manager,0
2010,Approved,France,Dairy Cattle Farmer,3
2010,Approved,France,Developer Programmer,0
2010,Approved,France,Electrical Engineering Technician,3
2010,Approved,France,Electronic Engineering Technician,0
2010,Approved,France,Electronic Equipment Trades Worker,0
2010,Approved,France,Engineering Professionals nec,0
2010,Approved,France,Environmental Engineer,3
2010,Approved,France,Environmental Research Scientist,3
2010,Approved,France,External Auditor,0
2010,Approved,France,Fitter-Welder,0
2010,Approved,France,Forester (Aus) / Forest Scientist (NZ),0
2010,Approved,France,General Practitioner,0
2010,Approved,France,Geologist,0
2010,Approved,France,Geophysicist,3
2010,Approved,France,Graphic Designer,0
2010,Approved,France,Greenkeeper,0
2010,Approved,France,Hotel or Motel Manager,3
2010,Approved,France,Human Resource Manager,0
2010,Approved,France,ICT Customer Support Officer,3
2010,Approved,France,ICT Project Manager,3
2010,Approved,France,ICT Support Engineer,3
2010,Approved,France,Importer or Exporter,3
2010,Approved,France,Interior Designer,0
2010,Approved,France,Life Science Technician,3
2010,Approved,France,Life Scientist (General),3
2010,Approved,France,Marketing Specialist,3
2010,Approved,France,Mechanical Engineer,0
2010,Approved,France,Medical Diagnostic Radiographer,3
2010,Approved,France,Naval Architect (Aus) / Marine Designer (NZ),3
2010,Approved,France,Network Analyst,0
2010,Approved,France,Obstetrician and Gynaecologist,0
2010,Approved,France,Osteopath,0
2010,Approved,France,Pastrycook,0
2010,Approved,France,Primary School Teacher,0
2010,Approved,France,Print Journalist,3
2010,Approved,France,Private Tutors and Teachers nec,0
2010,Approved,France,Program or Project Administrator,3
2010,Approved,France,Registered Nurse (Surgical),0
2010,Approved,France,Retail Manager (General),3
2010,Approved,France,Sales and Marketing Manager,0
2010,Approved,France,Secondary School Teacher,3
2010,Approved,France,Software and Applications Programmers nec,0
2010,Approved,France,Software Engineer,0
2010,Approved,France,Software Tester,0
2010,Approved,France,Structural Engineer,0
2010,Approved,France,Student,0
2010,Approved,France,Supply and Distribution Manager,3
2010,Approved,France,Surveyor,3
2010,Approved,France,Telecommunications Network Engineer,0
2010,Approved,France,Translator,0
2010,Approved,France,University Lecturer,3
2010,Approved,France,Web Developer,0
2010,Approved,Gambia,Engineering Manager,3
2010,Approved,Germany,Accommodation and Hospitality Managers nec,6
2010,Approved,Germany,Accountant (General),0
2010,Approved,Germany,Advertising Specialist,3
2010,Approved,Germany,Aeroplane Pilot,3
2010,Approved,Germany,Agricultural Technician,3
2010,Approved,Germany,Airconditioning and Refrigeration Mechanic,0
2010,Approved,Germany,Ambulance Officer,0
2010,Approved,Germany,Analyst Programmer,0
2010,Approved,Germany,Architect,0
2010,Approved,Germany,Architectural Draftsperson,0
2010,Approved,Germany,Automotive Electrician,0
2010,Approved,Germany,Biomedical Engineer,3
2010,Approved,Germany,Boat Builder and Repairer,0
2010,Approved,Germany,Boatbuilder,0
2010,Approved,Germany,Cabinetmaker,3
2010,Approved,Germany,Cafe or Restaurant Manager,6
2010,Approved,Germany,Carpenter,6
2010,Approved,Germany,Carpenter and Joiner,6
2010,Approved,Germany,Cartographer,0
2010,Approved,Germany,Chef,6
2010,Approved,Germany,Chemistry Technician,3
2010,Approved,Germany,Computer Network and Systems Engineer,3
2010,Approved,Germany,Construction Project Manager,3
2010,Approved,Germany,Corporate Services Manager,0
2010,Approved,Germany,Customer Service Manager,3
2010,Approved,Germany,Dairy Cattle Farmer,3
2010,Approved,Germany,Database Administrator,3
2010,Approved,Germany,Dental Technician,3
2010,Approved,Germany,Developer Programmer,3
2010,Approved,Germany,Diesel Motor Mechanic,3
2010,Approved,Germany,Early Childhood (Pre-primary School) Teacher,0
2010,Approved,Germany,Earth Science Technician,3
2010,Approved,Germany,Economist,0
2010,Approved,Germany,Electrical Engineer,0
2010,Approved,Germany,Electrician (General),0
2010,Approved,Germany,Electronic Engineering Technician,0
2010,Approved,Germany,Electronics Engineer,0
2010,Approved,Germany,Engineering Manager,0
2010,Approved,Germany,Environmental Research Scientist,3
2010,Approved,Germany,Environmental Scientists nec,0
2010,Approved,Germany,Fibrous Plasterer,0
2010,Approved,Germany,Fitter-Welder,0
2010,Approved,Germany,Fitter and Turner,3
2010,Approved,Germany,Florist,0
2010,Approved,Germany,Food Technologist,0
2010,Approved,Germany,General Practitioner,3
2010,Approved,Germany,Geologist,3
2010,Approved,Germany,"Grain, Oilseed or Pasture Grower (Aus) / Field Crop Grower (NZ)",3
2010,Approved,Germany,Graphic Designer,0
2010,Approved,Germany,Hairdresser,3
2010,Approved,Germany,"Hospitality, Retail and Service Managers nec",3
2010,Approved,Germany,Hotel or Motel Manager,0
2010,Approved,Germany,ICT Account Manager,3
2010,Approved,Germany,ICT Business Analyst,6
2010,Approved,Germany,ICT Customer Support Officer,0
2010,Approved,Germany,ICT Managers nec,0
2010,Approved,Germany,ICT Project Manager,3
2010,Approved,Germany,ICT Sales Representative,0
2010,Approved,Germany,ICT Support Engineer,3
2010,Approved,Germany,ICT Support Technicians nec,0
2010,Approved,Germany,Interior Decorator,0
2010,Approved,Germany,Interior Designer,0
2010,Approved,Germany,Jewellery Designer,0
2010,Approved,Germany,Joiner,3
2010,Approved,Germany,Laboratory Manager,0
2010,Approved,Germany,Landscape Gardener,3
2010,Approved,Germany,Legal Executive,3
2010,Approved,Germany,Life Science Technician,0
2010,Approved,Germany,Life Scientist (General),3
2010,Approved,Germany,Management Consultant,3
2010,Approved,Germany,Market Research Analyst,3
2010,Approved,Germany,Marketing Specialist,3
2010,Approved,Germany,Mechanical Engineering Draftsperson,3
2010,Approved,Germany,Mechanical Engineering Technician,0
2010,Approved,Germany,Medical Practitioners nec,3
2010,Approved,Germany,Metal Fabricator,3
2010,Approved,Germany,Meteorologist,0
2010,Approved,Germany,Midwife,0
2010,Approved,Germany,Motor Mechanic (General),3
2010,Approved,Germany,Motorcycle Mechanic,0
2010,Approved,Germany,Multimedia Designer,3
2010,Approved,Germany,Multimedia Specialist,3
2010,Approved,Germany,Natural and Physical Science Professionals nec,3
2010,Approved,Germany,Not Stated,0
2010,Approved,Germany,Occupational Therapist,3
2010,Approved,Germany,Office Manager,3
2010,Approved,Germany,Other Sports Coach or Instructor,3
2010,Approved,Germany,Paediatric Surgeon,0
2010,Approved,Germany,Paediatrician,0
2010,Approved,Germany,Painter (Visual Arts),0
2010,Approved,Germany,Painting Trades Worker,0
2010,Approved,Germany,Photographer,0
2010,Approved,Germany,Plastics Technician,0
2010,Approved,Germany,Plumber (General),0
2010,Approved,Germany,Primary School Teacher,3
2010,Approved,Germany,Production Manager (Manufacturing),3
2010,Approved,Germany,Program or Project Administrator,3
2010,Approved,Germany,Project Manager,3
2010,Approved,Germany,Recruitment Consultant,0
2010,Approved,Germany,Registered Nurse (Critical Care and Emergency),0
2010,Approved,Germany,Registered Nurse (Medical),3
2010,Approved,Germany,Registered Nurse (Perioperative),3
2010,Approved,Germany,Registered Nurses nec,0
2010,Approved,Germany,Resident Medical Officer,0
2010,Approved,Germany,Residential Care Officer,3
2010,Approved,Germany,Retail Manager (General),3
2010,Approved,Germany,Roof Tiler,3
2010,Approved,Germany,Sales and Marketing Manager,3
2010,Approved,Germany,Science Technicians nec,0
2010,Approved,Germany,Secondary School Teacher,3
2010,Approved,Germany,Small Engine Mechanic,0
2010,Approved,Germany,Social Worker,6
2010,Approved,Germany,Software and Applications Programmers nec,3
2010,Approved,Germany,Software Engineer,6
2010,Approved,Germany,Software Tester,3
2010,Approved,Germany,Solid Plasterer,0
2010,Approved,Germany,Specialist Managers nec,3
2010,Approved,Germany,Specialist Physician (General Medicine),0
2010,Approved,Germany,Student,0
2010,Approved,Germany,Systems Administrator,0
2010,Approved,Germany,Systems Analyst,0
2010,Approved,Germany,Technical Director,0
2010,Approved,Germany,Technical Sales Representatives nec,0
2010,Approved,Germany,Telecommunications Engineer,0
2010,Approved,Germany,Training and Development Professional,3
2010,Approved,Germany,Transport Company Manager,0
2010,Approved,Germany,Travel Agency Manager,3
2010,Approved,Germany,University Lecturer,12
2010,Approved,Germany,Veterinarian,3
2010,Approved,Germany,Zoologist,0
2010,Approved,Ghana,Graphic Designer,0
2010,Approved,Ghana,Transport Engineer,0
2010,Approved,Ghana,University Lecturer,0
2010,Approved,Greece,Chief Executive or Managing Director,0
2010,Approved,Hong Kong,Accountant (General),3
2010,Approved,Hong Kong,Advertising Specialist,3
2010,Approved,Hong Kong,Analyst Programmer,0
2010,Approved,Hong Kong,Carpenter,0
2010,Approved,Hong Kong,Chef,3
2010,Approved,Hong Kong,Contract Administrator,0
2010,Approved,Hong Kong,Dairy Cattle Farmer,0
2010,Approved,Hong Kong,Early Childhood (Pre-primary School) Teacher,0
2010,Approved,Hong Kong,Massage Therapist,0
2010,Approved,Hong Kong,Pharmacy Technician,0
2010,Approved,Hong Kong,Retail Manager (General),3
2010,Approved,Hong Kong,Retail Pharmacist,0
2010,Approved,Hong Kong,Telecommunications Technical Officer or Technologist,3
2010,Approved,Hong Kong,Transport Engineer,0
2010,Approved,Hong Kong,University Lecturer,0
2010,Approved,Hungary,Airconditioning and Refrigeration Mechanic,3
2010,Approved,Hungary,Boat Builder and Repairer,0
2010,Approved,Hungary,Cabinetmaker,3
2010,Approved,Hungary,Carpenter,3
2010,Approved,Hungary,Chef,3
2010,Approved,Hungary,Civil Engineer,0
2010,Approved,Hungary,Clothing Patternmaker,0
2010,Approved,Hungary,Computer Network and Systems Engineer,3
2010,Approved,Hungary,Developer Programmer,0
2010,Approved,Hungary,Electrician (General),3
2010,Approved,Hungary,Family Support Worker,3
2010,Approved,Hungary,Finance Manager,0
2010,Approved,Hungary,Florist,0
2010,Approved,Hungary,Grape Grower,0
2010,Approved,Hungary,Graphic Designer,0
2010,Approved,Hungary,Gymnastics Coach or Instructor,3
2010,Approved,Hungary,Hairdresser,0
2010,Approved,Hungary,ICT Support Engineer,3
2010,Approved,Hungary,Management Consultant,0
2010,Approved,Hungary,Massage Therapist,0
2010,Approved,Hungary,Motor Mechanic (General),3
2010,Approved,Hungary,Motorcycle Mechanic,0
2010,Approved,Hungary,Network Analyst,0
2010,Approved,Hungary,Other Sports Coach or Instructor,3
2010,Approved,Hungary,Painting Trades Worker,0
